 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 1.60000E+04 eV = 5.87989E+02 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.45042E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.01466E-18 cm**2 = 1.43366E-01 a0**2
 # 1st transport cross section = 2.78822E-20 cm**2 = 9.95691E-04 a0**2
 # 2nd transport cross section = 6.97199E-20 cm**2 = 2.48974E-03 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  6.47753E-16  2.31317E+01  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  6.47753E-16  2.31317E+01  2.72914E-11  1.0E-07
  1.250E-04  1.18994E-12  6.47753E-16  2.31317E+01  3.41143E-11  1.0E-07
  1.500E-04  1.71346E-12  6.47753E-16  2.31317E+01  4.09372E-11  1.0E-07
  1.750E-04  2.33225E-12  6.47753E-16  2.31317E+01  4.77600E-11  1.0E-07
  2.000E-04  3.04617E-12  6.47753E-16  2.31317E+01  5.45829E-11  1.0E-07
  2.250E-04  3.85530E-12  6.47753E-16  2.31317E+01  6.14058E-11  1.0E-07
  2.500E-04  4.75964E-12  6.47753E-16  2.31317E+01  6.82286E-11  1.0E-07
  2.750E-04  5.75917E-12  6.47753E-16  2.31317E+01  7.50515E-11  1.0E-07
  3.000E-04  6.85391E-12  6.47753E-16  2.31317E+01  8.18743E-11  1.0E-07
  3.250E-04  8.04379E-12  6.47753E-16  2.31317E+01  8.86972E-11  1.0E-07
  3.500E-04  9.32893E-12  6.47753E-16  2.31317E+01  9.55201E-11  1.0E-07
  3.750E-04  1.07092E-11  6.47753E-16  2.31317E+01  1.02343E-10  1.0E-07
  4.000E-04  1.21847E-11  6.47753E-16  2.31317E+01  1.09166E-10  1.0E-07
  4.250E-04  1.37554E-11  6.47753E-16  2.31317E+01  1.15989E-10  1.0E-07
  4.500E-04  1.54213E-11  6.47753E-16  2.31317E+01  1.22812E-10  1.0E-07
  4.750E-04  1.71823E-11  6.47753E-16  2.31317E+01  1.29634E-10  1.0E-07
  5.000E-04  1.90386E-11  6.47753E-16  2.31317E+01  1.36457E-10  1.0E-07
  5.250E-04  2.09900E-11  6.47753E-16  2.31317E+01  1.43280E-10  1.0E-07
  5.500E-04  2.30367E-11  6.47753E-16  2.31317E+01  1.50103E-10  1.0E-07
  5.750E-04  2.51785E-11  6.47753E-16  2.31317E+01  1.56926E-10  1.0E-07
  6.000E-04  2.74156E-11  6.47753E-16  2.31317E+01  1.63749E-10  1.0E-07
  6.250E-04  2.97478E-11  6.47753E-16  2.31317E+01  1.70572E-10  1.0E-07
  6.500E-04  3.21752E-11  6.47753E-16  2.31317E+01  1.77394E-10  1.0E-07
  6.750E-04  3.46979E-11  6.47753E-16  2.31317E+01  1.84217E-10  1.0E-07
  7.000E-04  3.73157E-11  6.47753E-16  2.31317E+01  1.91040E-10  1.0E-07
  7.250E-04  4.00286E-11  6.47753E-16  2.31317E+01  1.97863E-10  1.0E-07
  7.500E-04  4.28368E-11  6.47753E-16  2.31317E+01  2.04686E-10  1.0E-07
  7.750E-04  4.57402E-11  6.47753E-16  2.31317E+01  2.11509E-10  1.0E-07
  8.000E-04  4.87388E-11  6.47753E-16  2.31317E+01  2.18332E-10  1.0E-07
  8.250E-04  5.18325E-11  6.47753E-16  2.31317E+01  2.25154E-10  1.0E-07
  8.500E-04  5.50215E-11  6.47753E-16  2.31317E+01  2.31977E-10  1.0E-07
  8.750E-04  5.83057E-11  6.47753E-16  2.31317E+01  2.38800E-10  1.0E-07
  9.000E-04  6.16850E-11  6.47753E-16  2.31317E+01  2.45623E-10  1.0E-07
  9.250E-04  6.51595E-11  6.47753E-16  2.31317E+01  2.52446E-10  1.0E-07
  9.500E-04  6.87293E-11  6.47753E-16  2.31317E+01  2.59269E-10  1.0E-07
  9.750E-04  7.23943E-11  6.47753E-16  2.31317E+01  2.66092E-10  1.0E-07
  1.000E-03  7.61544E-11  6.47753E-16  2.31317E+01  2.72914E-10  1.0E-07
  1.250E-03  1.18991E-10  6.47753E-16  2.31317E+01  3.41143E-10  1.0E-07
  1.500E-03  1.71347E-10  6.47753E-16  2.31317E+01  4.09372E-10  1.0E-07
  1.750E-03  2.33223E-10  6.47753E-16  2.31317E+01  4.77600E-10  1.0E-07
  2.000E-03  3.04617E-10  6.47753E-16  2.31317E+01  5.45829E-10  1.0E-07
  2.250E-03  3.85531E-10  6.47752E-16  2.31317E+01  6.14058E-10  1.0E-07
  2.500E-03  4.75965E-10  6.47752E-16  2.31316E+01  6.82286E-10  1.0E-07
  2.750E-03  5.75917E-10  6.47752E-16  2.31316E+01  7.50515E-10  1.0E-07
  3.000E-03  6.85389E-10  6.47752E-16  2.31316E+01  8.18744E-10  1.0E-07
  3.250E-03  8.04380E-10  6.47751E-16  2.31316E+01  8.86973E-10  1.0E-07
  3.500E-03  9.32891E-10  6.47751E-16  2.31316E+01  9.55202E-10  1.0E-07
  3.750E-03  1.07092E-09  6.47751E-16  2.31316E+01  1.02343E-09  1.0E-07
  4.000E-03  1.21847E-09  6.47750E-16  2.31316E+01  1.09166E-09  1.0E-07
  4.250E-03  1.37554E-09  6.47750E-16  2.31316E+01  1.15989E-09  1.0E-07
